0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284
48.8667,45.7167,51.4,37.65,46.2,49.9667,38.0833,22.2167,55.6667,38.1167,49.1833,33.6167,48.15,36.05,30.6833,50.7,35.1833,37.45,27.3667,45.0333,45.0833,40.9667,41.25,48.7,43.05,46.5333,49.65,48.8333,21.9167,45.7167,8.6,53.9167,54.5333,56.55,21.2167,42.4167,21.8,38.6333,5.9,38.8333,47.2833,6.5833,30.1667,32.2,49.7667,11.5833,6.6667,45.7,54.5667,41.6333,23.0833,32.0667,19.8333,40.3333,47.9833,47.85,43.1667,50.75,21.4667,45.7167,48.8833,26.5833,50.0,0.0,20.25,6.7333,46.35,14.1833,30.2333,30.6167,49.1333,33.5333,30.1667,35.95,33.7833,35.4667,51.6,49.6667,55.9167,51.2333,31.9,50.1333,39.4833,24.0667,42.0,42.25,35.7167,34.1833,51.4667,24.1333,53.7333,56.8833,53.8333,51.1333,48.8667,47.0667,31.3333,46.05,29.9667,46.15,44.8667,31.9167,7.5833,19.4667,35.0,49.6333,32.15,14.5833,19.8,29.3333,50.3833,51.3333,23.8333,37.6167,38.8667,29.6833,16.8667,27.5,12.8667,23.55,10.2,7.4667,40.1667,51.6667,11.2,37.4333,51.5333,46.7,21.4167,23.55,33.6833,44.9833,17.3833,28.6,39.75,45.2333,5.8667,47.7667,36.7167,21.8333,46.7,41.25,15.7,10.5167,46.7,40.9333,47.3667,43.5333,35.85,39.9833,63.9167,49.8333,39.2167,36.85,68.2333,65.6167,24.8667,38.15,37.0,61.6833,40.8833,33.1833,66.4833,58.2333,64.7833,51.3167,50.65,64.4,38.4833,53.1667,32.8667,33.2667,51.1,45.25,52.2667,52.3333,40.6833,58.9167,30.4167,58.0333,48.5167,34.0833,61.0167,62.05,42.9,36.3,46.3333,28.8167,66.25,23.7,56.2333,61.0167,47.8167,36.4667,44.5667,45.4667,31.4667,50.1667,50.3667,55.7167,69.95,46.3833,75.95,31.5833,48.8833,65.1167,73.3,46.1167,37.45,76.1833,51.0333,37.85,29.4667,30.8833,33.1833,78.9167,48.4333,66.2,21.0667,58.3167,45.5667,51.1,66.4167,61.9167,67.55,61.75,45.65,60.5333,71.3667,64.9167,49.8667,66.3333,24.6,55.1833,32.9667,36.4,46.1333,61.0167,52.4,50.25,64.5667,28.8,49.2667,49.6167,41.3667,33.7833,50.4833,47.1333,37.3667,45.9333,67.7833,66.25,28.5667,55.1667,46.7333,48.4167,32.8167,50.6333,44.2833,24.0167,45.1,37.9333,42.75,50.65,64.3333,40.9667,32.05,56.5667,56.8,76.6667,30.8,52.0333,39.6667,50.4333,64.45,56.8833,49.1333,55.15,56.0667,29.25,63.2833,65.8,41.2333,52.7833,48.2333
45.4167,37.2833,47.9667,27.6667,36.2,46.5167,28.1,20.5,52.2833,32.8167,39.35,25.6833,38.1167,26.0667,22.2667,39.5333,25.2,34.0,19.05,35.0333,33.9,35.6667,31.25,38.6833,39.1167,36.5,38.5,40.35,13.6333,36.05,12.35,42.75,51.15,53.0,12.9333,32.4167,19.2833,30.2,14.4167,28.8167,37.2667,15.8667,21.75,23.7667,38.6,20.45,17.7167,37.2167,44.65,36.2833,20.1833,22.0833,16.9,30.3333,37.9667,37.8167,37.75,47.3167,19.0333,37.2833,38.8667,14.95,44.7167,13.7833,0.0,13.5667,36.3333,16.35,21.8167,20.6333,43.85,23.55,21.75,25.9667,25.35,25.95,48.1667,41.1667,52.5333,47.7833,21.9167,38.9833,31.05,15.7833,32.0,32.25,27.2833,25.7667,42.9833,19.3667,42.4167,53.3333,50.4333,45.8,37.7,37.05,21.35,36.0333,21.55,38.4167,34.85,21.95,15.5167,22.8833,26.5667,46.2,23.7333,9.6167,22.8333,20.9167,39.2167,40.1667,17.5667,29.1833,28.85,24.7667,19.9833,19.1833,20.85,17.7,18.1333,11.9,30.15,43.1833,10.9833,29.0,41.5167,36.6833,21.5,15.2667,25.2667,39.6667,19.9333,19.8333,29.75,34.05,15.6,37.75,26.7333,14.2667,36.6833,31.25,16.0167,20.1333,36.6833,30.9333,43.9167,40.5,27.4167,38.4333,55.4,41.35,38.2,36.7,59.7333,57.1167,16.55,29.7167,36.0167,53.1667,32.45,24.7667,57.9833,49.7833,56.2667,42.8167,49.6,55.8833,36.2333,44.6833,32.7333,24.85,42.6167,44.2,43.7667,43.85,32.25,50.4833,22.0,49.5667,40.0333,25.6667,52.5167,53.5333,42.8,27.8667,37.85,20.4833,57.75,24.5667,47.7667,52.5167,39.3333,28.0333,36.0833,39.4667,31.3333,41.6667,46.9333,47.2333,61.45,37.9,67.35,29.8833,40.4,56.6167,64.8,37.6333,37.3,67.6,42.55,33.35,21.05,30.75,29.7167,70.3,39.95,57.7,21.85,49.8667,37.0833,42.6,57.9167,53.4,59.0333,53.2333,44.5667,52.0333,62.8667,56.4,41.3833,57.8333,24.9667,46.7,32.4167,35.4167,37.65,52.5,43.9167,41.7667,56.05,20.4667,40.7667,41.1333,44.65,33.65,42.0,38.65,40.7167,37.45,59.2833,57.75,23.7833,46.7,38.25,39.9333,32.6833,42.15,43.2333,15.75,36.6167,29.4833,34.3167,42.1667,55.8167,32.5333,23.6333,48.1167,48.35,68.0667,22.3833,43.55,36.4167,41.9333,55.95,48.4167,40.65,46.6667,47.6,20.8333,54.7667,57.3,40.25,44.3,39.75
45.95,42.8,48.4833,36.4667,45.0,47.05,36.8833,19.2333,52.7667,35.1167,46.2667,30.6167,46.9333,34.85,26.55,47.8,30.9833,34.45,23.3,43.8167,42.1833,37.9667,40.0333,47.5,40.1333,45.3167,46.7333,44.7167,17.9667,42.8,8.4167,51.0167,51.6333,53.65,17.2667,41.2,16.7333,34.5833,9.7,39.6833,46.0833,5.6833,26.0167,28.05,46.85,10.4,11.4333,41.6,49.0833,38.6333,18.0167,30.8833,14.75,39.1333,46.7833,46.6333,40.25,47.85,16.4,42.8,53.0,25.4,47.0833,6.2667,19.0667,0.0,45.1333,9.3667,26.1,29.4333,46.2333,32.3333,26.0167,34.75,29.6333,32.4667,48.7,45.55,53.0167,48.3167,30.7167,47.2167,35.4333,20.1167,40.7833,41.0333,31.5667,30.05,47.4,19.0667,50.8167,53.9833,50.9167,48.2167,45.95,45.8667,30.15,44.8333,25.8333,42.8,43.65,30.7333,4.4167,17.6167,30.95,46.7167,28.0,10.4333,17.95,25.2,47.4833,48.4167,19.45,33.55,37.65,26.7,14.7167,23.4333,11.6833,18.4833,7.0833,3.8667,38.95,47.6167,9.7167,33.3667,50.3167,45.4833,19.2333,19.6,29.5333,42.0667,15.45,25.6,38.5333,42.3333,10.6333,46.55,35.5333,16.7667,45.4833,40.0333,10.6333,9.2667,45.5,39.7167,44.45,44.8833,31.7833,38.3,59.7667,45.7333,37.6167,35.15,64.1167,61.5167,20.8,34.0833,35.3167,57.5333,36.8167,29.05,62.3667,54.1833,60.6333,47.2333,49.0,60.25,40.6167,49.1167,31.0333,29.1333,47.0333,43.4333,48.2,48.2667,36.6333,54.85,26.2667,53.9667,44.4,29.9333,56.8833,57.9,41.2,32.25,42.2167,24.75,62.15,21.8667,52.1833,56.8833,43.7167,32.4,40.4667,43.8,29.6333,46.0833,47.4667,51.6667,65.8333,42.2833,71.7333,31.1333,44.7833,61.0167,69.1833,42.0167,35.75,71.9833,46.9667,36.9333,25.5333,29.05,32.95,74.6833,44.3167,62.0833,20.7667,54.2667,41.45,47.0167,62.3,57.7667,63.4333,57.6,44.0,56.4,67.2667,60.7667,45.7667,62.2167,23.9,51.1333,31.95,34.7167,42.0333,56.8667,48.3333,46.15,60.4167,24.7333,45.15,45.5167,44.0833,31.95,46.4167,43.0167,35.6667,41.8167,63.6667,62.15,23.3167,51.1167,42.6167,44.3,31.0,46.5667,42.6667,20.0667,41.0,33.8667,38.6833,46.5833,60.1833,36.9,27.9167,52.5167,52.75,72.4667,26.65,47.9833,40.8,46.35,60.3167,52.8167,45.0333,51.0833,52.0167,25.1,59.1333,61.6833,39.55,48.7333,44.1333
22.7,25.55,16.1,28.5833,12.9,15.7833,19.2,39.2667,20.6,26.2,15.9333,26.4333,10.6667,23.4667,38.4333,13.9,30.4333,22.1833,37.9167,17.3833,17.8167,21.4,15.8833,10.4167,22.2167,2.5667,11.15,20.75,40.1167,18.0333,41.6,8.75,19.45,21.6667,40.0167,19.1833,50.6,36.6833,43.6667,21.1667,8.35,55.2167,28.0167,30.1667,16.2,55.7167,46.9833,27.2333,16.5333,18.6,51.5333,27.3333,48.2167,19.6167,8.7667,12.2333,18.6667,21.3167,50.35,25.55,8.9,37.4667,18.2833,43.05,33.7833,42.8333,0.0,51.5833,39.2333,27.9333,19.6,25.5333,34.7,27.8667,31.85,25.0333,16.5,17.6,20.85,14.7,30.3167,12.7667,33.7167,45.0,19.9833,16.9167,30.5667,30.2833,18.1333,47.4,8.2167,21.6667,18.75,16.1333,14.9333,10.8167,28.6667,11.7667,34.9,26.9667,11.9,26.6333,52.5667,54.2333,32.8167,14.8167,28.8167,46.8667,54.9833,44.25,14.5833,10.9667,38.6167,27.0,26.0833,32.3167,51.3167,43.9667,52.2167,48.4667,53.3667,41.15,18.5,20.3333,46.9667,28.0833,5.7,1.75,52.85,40.5167,33.9333,17.0333,51.2667,33.3667,24.4833,19.0,44.85,8.8833,23.5,47.7333,6.7167,20.3167,51.25,60.05,12.1,22.7833,16.1667,49.0333,32.1333,46.95,46.5,25.9333,46.35,45.9833,50.9333,48.1833,45.8833,48.1333,64.5167,56.45,34.05,43.7833,49.1333,49.15,34.25,21.1833,55.55,46.9833,44.75,23.7333,61.2167,33.0167,28.1667,73.1,30.2167,22.2,34.45,28.7833,42.3167,23.6167,37.4667,37.15,43.6833,31.6333,59.7333,32.6,24.9167,47.5833,48.8167,53.9167,39.0,29.8833,32.7333,34.45,28.9667,48.0,59.7167,30.0667,14.9,38.4833,52.65,37.8667,58.6333,48.35,33.8,47.6833,56.0167,26.8167,65.7833,58.7833,31.65,40.4,48.4333,59.1333,46.2167,61.3167,29.6,48.7667,53.8,41.0667,32.4,30.8667,48.9667,31.55,50.25,31.3833,51.3667,30.1833,54.0667,47.5,36.5167,48.9,58.0833,23.0833,45.6667,63.9167,29.2667,30.65,30.5833,19.4333,58.1167,48.5,29.8833,34.5333,54.3333,50.3833,30.9,33.95,46.3,31.1333,50.4,48.8167,48.9,37.9333,20.6333,28.9833,61.1667,33.4167,50.9833,41.4167,31.0167,44.7833,35.4833,37.4667,33.8,35.1667,50.6,26.4333,24.7,59.35,44.65,34.8167,44.9167,41.75,33.9333,39.6333,19.1667,21.5333,25.9333,42.95,32.75,48.35,57.2333,33.4,47.65
46.4833,43.35,49.0167,40.9667,54.6167,47.5833,41.4,18.0667,53.3,35.6167,46.8,30.7667,53.0167,41.7,25.8333,48.3333,33.85,34.9667,22.75,49.5833,42.7167,38.4667,46.1667,50.45,40.6833,57.3833,47.2833,44.8,16.75,43.35,16.7,51.55,52.1667,54.2167,12.8833,46.95,13.8333,34.4333,18.7333,40.2333,58.3,11.3667,25.6333,27.6667,47.3833,9.1333,17.8833,41.6833,52.2,39.3333,15.1333,35.3833,7.5333,46.5333,58.55,52.7167,40.7833,48.3833,10.5833,43.35,53.55,26.65,47.6167,16.15,23.8167,11.6667,49.6833,0.0,25.3833,33.8833,46.7667,36.85,25.3,36.3,29.25,33.1167,49.2167,45.6333,53.55,48.85,35.2167,47.7667,35.3,19.4333,45.3,46.7833,31.1833,29.3167,47.4167,16.1667,51.3667,54.55,51.45,48.75,46.5,55.85,34.65,54.4667,25.2667,43.7833,48.15,35.25,9.7667,14.4667,30.1667,47.2667,27.6333,11.2833,15.1833,24.5,48.0167,48.95,15.1,33.15,42.15,26.8333,8.4667,22.7333,8.75,15.6,6.35,11.3333,43.45,47.6167,14.8833,33.2333,53.7333,50.0333,13.0833,18.3833,30.95,42.6167,11.5,28.1167,47.2167,42.8667,19.9167,52.65,40.0333,13.8833,54.1333,42.4833,4.5167,12.7667,55.3,45.4667,44.9833,37.9,31.05,34.5167,59.5333,45.3333,35.2833,30.95,63.8667,61.2,20.1,33.7167,31.1,57.15,39.6,28.35,62.1,53.8,60.8833,47.25,46.65,60.0167,32.9833,49.1167,26.85,28.4333,46.6667,39.6167,47.8167,48.2667,36.25,54.85,25.5667,53.9667,44.0667,29.2333,56.5,58.15,37.4167,31.5,41.8333,24.05,61.8333,19.1,51.8,57.1167,43.3833,31.65,40.0667,41.4667,25.45,45.65,48.0,51.2167,65.6333,41.9,71.5333,28.4333,44.45,60.7,68.9833,42.0833,31.9333,71.7667,46.6,34.5833,24.1333,24.8667,30.2333,74.5333,43.9333,61.7833,18.0667,53.8833,41.0667,46.5833,62.0,58.0167,63.15,57.85,41.65,56.6333,67.05,60.5333,45.4333,61.9167,21.2,51.1333,29.2333,30.5,41.65,57.1167,47.95,46.2333,59.95,24.0333,44.8167,45.1833,35.9,27.7667,45.9667,42.7,31.4667,41.4333,63.4167,61.8333,20.6,50.7333,42.7,43.9167,26.8,46.2,40.3167,19.4,40.6167,33.4833,38.3,46.2167,60.4333,36.5333,26.2833,52.5167,52.75,72.25,25.95,47.6,34.1833,45.9833,60.55,52.4333,45.1,51.0833,52.0167,24.4,59.3833,61.3833,35.7667,48.35,43.5833
27.25,23.5833,33.5,43.6333,46.3833,32.3167,40.4333,21.2667,36.1,27.6833,34.4167,26.2167,44.9667,33.6167,2.7,35.55,36.3667,28.8667,14.15,41.5167,34.6,30.5333,38.0667,37.1167,27.8333,38.1833,33.5,24.6833,19.9,31.55,34.5667,37.7667,34.95,37.3167,19.5,38.85,28.6,13.5333,36.6333,32.0833,42.2167,34.35,16.3667,14.5833,33.7333,32.0833,40.1833,21.2833,28.9833,31.15,22.0333,37.45,26.2167,38.4167,42.6333,44.6667,32.6333,28.8,28.35,23.5833,39.75,29.9333,31.6667,36.0,29.1833,33.05,40.5333,27.8333,0.0,38.9667,30.4167,36.4,6.2167,32.9333,12.3167,26.25,31.3333,25.5167,34.3167,33.35,40.4,34.3667,13.5167,15.2833,44.3333,38.6833,22.4167,11.3167,27.3167,20.95,37.45,37.1667,34.25,32.4833,32.7,47.5833,38.05,46.2167,11.9333,21.6833,43.45,40.8167,32.7833,30.1833,11.9667,31.9667,16.9,25.5333,24.6667,6.9833,35.2833,35.1833,23.75,14.7667,41.1833,28.7833,29.3167,6.9333,30.2167,19.4667,29.6167,32.95,42.05,27.5167,28.6167,22.4167,40.4,40.0,25.6667,18.1333,10.6167,31.15,29.2667,30.5,39.1167,34.75,37.8833,44.6,38.5333,21.4833,38.3333,34.3833,27.5167,35.7667,47.0333,37.3667,29.6833,34.1667,18.1667,32.0833,47.0667,26.9,35.35,34.8167,51.5167,48.75,16.0833,23.4333,34.15,47.8833,17.8167,19.4333,49.7,44.5167,40.2667,27.1333,46.8667,47.55,29.8833,28.7833,30.8,19.5167,33.5667,42.3833,34.7167,28.1667,26.9333,34.7833,12.0833,33.9,30.4333,20.2667,44.2,37.65,40.9333,18.6167,23.5,9.8833,49.4,23.6,39.4833,36.4167,28.65,22.7667,21.75,33.1333,29.4,27.2167,32.7167,39.0,53.25,32.65,59.2667,27.9333,29.7167,48.2333,56.6333,21.7333,35.4167,59.4667,31.8667,26.9833,18.65,28.8167,23.0167,62.0,25.6,49.35,23.4833,41.6,26.5667,28.15,49.55,37.5833,50.8,37.4167,41.8667,36.2,54.6667,48.05,37.0,49.4833,27.7667,30.7667,29.3167,33.55,27.1333,36.6833,34.55,25.9167,58.7833,18.7,30.0833,30.45,39.4167,31.7333,27.5333,27.9667,35.3333,26.9333,50.9667,49.4,19.1167,38.4167,22.75,25.5833,30.75,33.8667,40.5333,11.7,24.9167,23.2167,20.0,31.4833,39.8167,18.1667,20.8,32.4167,32.4,60.0,16.9833,35.2667,30.05,36.6667,39.95,40.1167,24.9833,30.7667,31.9167,9.3667,38.7667,48.95,38.45,33.6333,34.4833
36.85,33.0167,33.7667,12.85,24.9167,38.0,18.9833,28.1833,43.4833,14.9167,24.5167,16.1167,23.1333,10.9667,35.5333,24.7167,9.2167,21.4667,31.7167,20.0833,19.0667,17.45,16.2833,23.7333,26.4333,31.2833,23.6667,36.7333,26.3167,21.25,26.3,27.9667,42.35,44.4333,25.6167,17.45,32.0167,33.75,28.3667,13.7167,28.0,29.8167,25.3833,27.2,23.7833,33.1833,31.7,43.35,36.9,23.7,32.9,5.6833,29.6333,17.0167,28.2333,22.8333,21.9333,37.9167,31.7667,33.0167,29.9667,18.15,26.8833,27.75,18.5333,27.5333,32.4,29.0833,36.3333,0.0,25.1,8.4333,37.2667,10.9667,28.7667,16.1667,39.4,42.0833,43.7333,31.3167,10.1833,24.15,34.9,28.4833,22.8833,17.2833,29.15,40.45,43.9167,32.1,27.4667,44.5333,41.6333,27.95,22.8833,25.5333,3.35,26.3333,31.8167,33.45,31.1333,7.1333,29.4833,35.6,35.1667,32.4833,25.8333,22.3,35.5667,41.4,24.4,25.3333,30.5833,39.6,13.9,20.2667,32.7333,31.9167,33.5667,30.4333,30.8667,25.8333,20.6,44.1,23.8667,34.0,26.5667,31.3333,34.2167,27.9667,37.7833,22.7667,32.6833,12.2333,14.7833,19.2167,29.55,22.7667,11.7833,26.95,30.3667,16.2833,28.75,34.1167,25.3667,15.9667,29.9667,53.3333,40.1333,51.2667,73.5333,52.2667,51.0333,45.5,78.2167,75.2167,29.2833,42.5333,45.65,66.2333,45.3833,37.5,76.15,62.8,56.95,43.4667,62.6167,74.0167,49.0667,51.0333,41.45,37.5833,53.0833,53.8,55.2333,44.5,45.0667,51.3333,34.7167,44.05,52.8667,38.3833,70.4167,54.3333,51.55,40.6,50.5833,33.2,75.85,37.3,65.6667,54.8333,52.1667,40.75,48.6833,52.3,40.05,52.5833,38.4167,65.1833,79.9667,50.7333,85.9667,42.7167,53.2333,74.7167,83.2833,43.7667,46.1,86.1667,56.6833,46.1667,33.7667,39.4667,42.5333,89.0167,51.0,75.7833,34.5833,67.75,49.9167,53.5667,76.0,54.15,77.4,53.9833,57.4,52.7333,81.3833,74.5333,63.15,75.9167,37.7,47.95,45.2333,45.0667,50.4833,53.2167,55.6167,48.1,69.1,33.1833,54.9,53.9667,50.0333,42.3667,52.9,51.4833,46.0167,50.2833,77.5667,75.85,36.5167,64.6,39.3167,50.9833,41.4167,59.6667,56.0667,28.45,50.3167,42.2167,52.5333,55.0,56.5,47.8,36.35,48.9333,49.6167,86.7667,35.1,61.1667,49.25,54.7833,56.6333,66.3,41.55,46.15,48.4333,33.55,55.45,75.3833,49.8833,58.4333,52.5833
14.05,13.9833,12.55,28.6333,21.7833,11.5833,25.7333,32.6,22.15,16.2,8.9,20.55,17.45,18.8833,26.7833,11.6667,22.6167,16.2833,31.7333,21.7167,13.05,14.6333,15.9833,13.3333,9.8667,19.2833,9.65,17.6833,33.9833,11.0167,45.65,13.9167,21.0167,23.3,33.8667,24.3667,45.0167,30.5,48.45,17.4,21.0167,48.6,21.9333,24.0833,9.8833,49.2167,51.7833,23.7167,16.8,11.75,45.9333,23.5667,42.1,23.9333,21.4333,17.15,11.8,15.3833,44.75,13.9833,15.9,34.3333,4.9833,47.2,44.65,45.85,20.2333,44.9833,28.3,24.9667,0.0,22.5167,25.0167,18.2333,25.6667,19.15,18.0667,17.8667,22.4,10.1,30.05,10.5167,24.0333,34.15,29.6333,22.1667,18.9833,20.5833,18.4,41.2,13.65,23.2,20.3,6.9333,8.8667,19.85,24.15,20.65,28.7167,14.4167,24.5667,27.0,46.0667,48.6333,23.1167,11.2833,22.7333,40.2833,43.4667,38.1167,11.4333,11.3167,32.4667,20.05,26.1833,26.35,45.7167,38.3833,46.6333,42.2667,46.8667,44.9167,25.0,20.5833,40.3833,16.3833,16.6167,18.85,47.25,34.3833,24.2333,7.3333,45.6667,23.75,24.5667,9.3,49.6333,17.0667,23.6,41.6167,16.3,18.0333,44.6667,53.45,20.9667,22.8833,8.8167,49.45,31.8,47.3667,46.9167,26.2833,54.1833,53.65,51.35,48.6,34.95,47.9,52.9833,56.8667,28.4,45.0333,49.55,49.5667,37.5,24.35,65.9167,47.4,45.1667,24.0833,49.6833,32.6833,28.5167,61.4333,30.55,25.3667,34.8333,31.95,36.2667,23.95,37.8833,43.9667,44.1167,34.8833,60.0,32.2667,25.2667,33.1833,49.2333,42.4,39.4167,30.2333,33.1167,34.8333,28.4333,60.7333,48.2667,34.4333,17.0833,38.9,53.0833,38.3,59.0667,46.8167,34.1833,48.1,56.4333,23.8833,54.25,59.2167,32.05,40.8167,37.5167,47.6833,47.5,61.75,32.8167,49.1833,42.3,41.4833,32.7833,35.3667,49.3833,34.75,50.6667,34.5833,60.9167,33.35,54.5,47.9167,36.9333,49.3167,46.65,23.4333,48.1833,52.3833,29.6167,33.8167,30.9333,19.7833,58.55,37.5667,30.2333,34.9167,58.35,50.5833,34.75,34.3333,54.1667,31.4833,50.8,49.2333,37.9833,38.35,20.2,32.8,49.6333,33.8,59.5833,30.55,32.15,47.6833,34.3667,37.8833,37.05,30.65,39.6667,29.6,25.05,59.7833,42.5833,35.2167,45.3333,42.1667,37.1833,40.05,22.45,21.8833,29.1,33.3,36.0,48.7833,57.4,33.8,48.0667
34.65,30.8333,32.1667,12.9,21.0333,31.2,15.1,25.15,41.1833,13.6333,22.9333,13.15,19.6333,4.6333,34.1333,18.1667,7.4,18.4667,28.7,16.1833,12.7167,15.9,12.7833,18.55,23.4167,25.8833,22.0833,34.5333,29.0333,19.6667,27.9167,26.3667,40.05,42.1333,29.2667,13.5667,33.5333,32.3833,29.9833,7.4,24.5167,31.4333,22.35,25.95,22.1833,34.75,33.3,41.5167,35.2833,20.6333,34.4667,5.2833,31.15,13.1333,24.7667,19.3333,20.35,35.7167,33.2833,30.8333,28.3667,16.6,25.2833,29.35,19.95,29.1333,28.9333,30.5833,34.9333,6.7,23.5167,0.0,35.8667,8.0167,27.5333,13.2167,37.1,36.35,41.4333,29.7167,11.4167,15.7833,33.5,30.1,19.0,13.4,27.9167,38.9,36.8833,35.8667,26.1167,42.25,39.3333,26.35,21.2833,22.0667,5.6,20.8833,30.6,31.2667,27.2667,8.35,31.0833,37.1833,33.7667,30.8833,24.5667,23.9333,37.1333,39.9667,16.7,23.75,27.55,38.05,14.0167,17.25,34.2333,39.6667,35.15,32.05,32.3833,27.4667,16.7167,41.85,25.2833,30.9667,23.0833,27.8667,35.8,29.4333,36.3833,21.1833,34.1833,10.8167,12.5167,17.6667,31.1667,19.2667,11.9,28.5667,28.7667,9.1,30.2667,35.7333,21.5167,12.0833,28.3667,54.8,41.6667,52.7333,71.2833,50.5167,55.4167,60.7667,76.1,72.9667,30.8,44.0167,60.0833,67.4667,43.95,39.0667,73.9,64.1,54.4333,41.1667,67.2,71.7667,50.5333,49.2833,56.7667,39.15,50.6167,68.6833,52.7,42.2,46.55,48.8667,36.3,42.3833,54.3167,39.9667,68.3167,51.8167,67.2333,42.1167,48.8333,43.2167,73.6,38.9167,63.6333,52.3,59.5833,42.2667,46.9833,53.7667,55.3667,50.8333,36.1167,63.15,77.8167,52.2,83.7667,53.8833,60.6833,72.4667,81.1333,41.9167,61.3667,83.9667,54.15,47.65,35.3833,54.7833,44.0,86.5333,49.25,73.5333,36.2,65.7167,59.6,51.7667,73.75,51.65,75.3333,51.4833,62.1667,50.2667,79.25,72.2833,61.15,73.6833,39.3167,45.5333,49.6333,59.4667,51.7167,50.75,53.0833,46.4167,83.2833,34.7667,52.3833,61.4167,62.25,57.6833,51.15,60.0167,58.3167,57.4,75.55,73.6,40.4167,62.5667,37.0667,49.2333,56.7167,57.5333,60.8333,30.05,48.5667,43.7833,50.7833,56.45,53.9833,46.2,37.9333,46.5167,47.15,84.55,36.6833,59.4,50.7167,56.2333,54.1167,64.2833,39.3167,43.85,46.0333,35.1333,52.9333,73.15,64.75,55.9167,53.85
25.8167,22.15,32.0333,41.7,44.45,30.85,38.45,20.1833,34.6333,25.8,32.9333,24.2167,43.05,31.7,4.0833,34.0667,34.45,26.9833,13.05,39.55,32.6833,28.65,36.15,35.6333,26.3833,36.7,32.0167,23.2333,17.3,30.1,31.8,36.2833,33.4833,35.8333,16.9,36.9333,25.8833,10.2833,33.85,30.1667,40.75,31.5833,14.4667,13.8167,32.2667,29.35,37.3667,19.85,27.55,29.2667,22.0167,35.5333,23.5,36.5,41.15,42.75,30.7333,27.35,25.6167,22.15,38.2667,28.8667,30.2,33.2333,26.45,30.2833,39.0667,25.1,5.9667,37.0333,28.9667,34.4667,0.0,31.0167,11.5667,24.25,29.8833,24.0667,32.85,31.8667,37.5833,32.9,12.2167,12.6833,42.4167,36.7667,16.15,9.95,25.8833,18.35,35.9667,35.6833,32.7667,31.0167,31.2333,45.65,36.1167,44.2833,10.35,20.25,41.9667,38.85,30.0,27.45,10.6,30.5167,16.9667,22.8167,21.9333,10.7167,33.8,33.7,21.0167,13.4,39.2167,27.7,26.5833,10.6667,27.5,19.45,26.9,30.1667,40.1167,26.0833,25.9,18.6,38.9333,38.5167,22.9333,17.0333,6.8333,29.7,26.5333,29.4167,37.1833,32.8333,35.05,42.6667,36.6167,18.8667,36.85,32.4667,24.7833,32.9833,45.1,35.4333,28.2333,37.2167,21.6667,35.2167,44.1333,23.8667,32.5667,32.05,48.5,45.8167,13.4833,26.3,31.3833,54.0833,15.2333,23.4333,46.6833,48.6,38.7833,25.7,44.0333,44.6167,32.9333,27.35,28.0667,22.55,30.5667,39.5667,31.7333,26.7167,31.0833,33.3,14.35,32.4167,35.9667,24.3333,41.3333,36.1667,38.1167,22.1333,22.0667,11.5167,46.45,20.8667,36.55,34.9333,32.4,26.7667,20.3,38.85,26.6667,24.1833,31.25,35.8833,50.25,36.65,56.2,25.2167,33.4667,45.3167,53.5667,20.2833,32.65,56.4667,35.05,31.4667,16.05,26.0833,25.8833,58.8833,22.6,46.4,20.75,38.6333,32.4,25.1167,46.6167,36.1,47.75,35.9333,39.0333,34.7167,51.7,45.1333,33.9833,46.5333,25.0333,29.3167,26.5833,30.7833,31.1333,35.2,31.55,24.4667,55.75,16.1,33.25,34.2167,36.5833,28.9833,24.5,32.8667,32.5667,30.6833,47.9833,46.45,16.5,35.4167,21.3,22.5833,28.0333,30.8667,37.7,9.1,22.2833,26.0667,23.2167,37.7833,38.3333,17.45,18.2,30.95,30.9333,56.9167,21.05,32.2667,33.1167,40.8,38.4667,37.2,23.55,29.3333,30.4667,11.6333,37.2833,46.0,35.6333,36.8667,38.4
